web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
1777985302-760,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"MSI Modern 14 i3 1315U Ram 8GB SSD 512GB Windows 11 + Office Home Student 14.0"" Full HD IPSRp8.449.000Hemat s.d  1% Pakai Bonus4 terjualSimurah LaptopBandung",https://www.tokopedia.com/simurahlaptop/msi-modern-14-i3-1315u-ram-8gb-ssd-512gb-windows-11-office-home-student-14-0-full-hd-ips-1732714858863757261?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI Modern 14 i3 1315U Ram 8GB SSD 512GB Windows 11 + Office Home Student 14.0"" Full HD IPS - UNIT ONLY",Rp8.449.000,,4 barang berhasil terjual,Kota Bandung,Simurah Laptop
1777985307-761,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,22%Laptop MSI Cyborg 15 I7 13620H RTX3050 6GB/ 16GB 512GB W11+OHS 15.6 FHD 144HZRp15.599.000Rp19.999.000Hemat s.d  1% Pakai Bonus5.07 terjualProTech ComJakarta Pusat,https://www.tokopedia.com/protechcom/laptop-msi-cyborg-15-i7-13620h-rtx3050-6gb-16gb-512gb-w11-ohs-15-6-fhd-144hz-ddr5-16gb-ec4cf?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch%26whid%3D375893,Laptop MSI Cyborg 15 I7 13620H RTX3050 6GB/ 16GB 512GB W11+OHS 15.6 FHD 144HZ - DDR5 16GB,Rp15.599.000,5.0,Terjual 7,Kota Administrasi Jakarta Pusat,ProTech Com
1777985312-762,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"Laptop MSI Modern 14 C12MO 1253 1288 1289 dengan Prosesor Core i3-1215U, RAM 8GB, dan SSD 512GBRp5.945.000CV ELCOMINDO NIRANAKab. Jember",https://www.tokopedia.com/cv-elcomindo-nirana/laptop-msi-modern-14-c12mo-1253-1288-1289-dengan-prosesor-core-i3-1215u-ram-8gb-dan-ssd-512gb-1730641210835698779?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"Laptop MSI Modern 14 C12MO 1253 1288 1289 dengan Prosesor Core i3-1215U, RAM 8GB, dan SSD 512GB",Rp5.945.000,,,Kab. Jember,CV ELCOMINDO NIRANA
1777985317-763,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,Laptop Msi Modern 14 Intel Core i3 1315U Ram 8Gb 512Gb Ssd Win 11 Ori 14.0 Full HD IpsRp8.449.000Hemat s.d  1% Pakai Bonus5.040+ terjualHerlinacomDepok,https://www.tokopedia.com/herlinacom/laptop-msi-modern-14-intel-core-i3-1315u-ram-8gb-512gb-ssd-win-11-ori-14-0-full-hd-ips-1732591418362135950?extParam=ivf%3Dtrue%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,Laptop Msi Modern 14 Intel Core i3 1315U Ram 8Gb 512Gb Ssd Win 11 Ori 14.0 Full HD Ips - NON PAKET,Rp8.449.000,5.0,Terjual 40+,Kota Depok,Herlinacom
1777985322-764,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,Laptop MSI MODERN 14 i7 512GB 8GBRp4.000.0005.07 terjualVisava StoreJakarta Pusat,https://www.tokopedia.com/visava-store/laptop-msi-modern-14-i7-512gb-8gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,Laptop MSI MODERN 14 i7 512GB 8GB,Rp4.000.000,5.0,Terjual 7,Kota Administrasi Jakarta Pusat,Visava Store
1777985327-765,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,39%MSI THIN A15 RYZEN 7 7735HS RTX3050 4GB/ 8GB 512GB W11 15.6FHD 144HZ BLIT 2YRp12.899.000Rp20.999.000Hemat s.d  1% Pakai Bonus4.74 terjualProStoreComputerJakarta Utara,https://www.tokopedia.com/prostorecomputer/msi-thin-a15-ryzen-7-7735hs-rtx3050-4gb-8gb-512gb-w11-15-6fhd-144hz-blit-2y-1734566624726255515?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch%26whid%3D1366602,MSI THIN A15 RYZEN 7 7735HS RTX3050 4GB/ 8GB 512GB W11 15.6FHD 144HZ BLIT 2Y - LAPTOP,Rp12.899.000,4.7,Terjual 4,Kota Administrasi Jakarta Utara,ProStoreComputer
1777985332-766,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,38%MSI MODERN A14 AI RYZEN 5 220 16GB 512GB SSD W11+OHS+M365B 14 INCH FHD BLIT IPS -F2HMGRp9.999.000Rp15.999.000Hemat s.d  1% Pakai Bonus5.060+ terjualROGS STOREJakarta Utara,https://www.tokopedia.com/rogsstoreid/msi-modern-a14-ai-ryzen-5-220-16gb-512gb-ssd-w11-ohs-m365b-14-inch-fhd-blit-ips-f2hmg-1733569681127671116?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI MODERN A14 AI RYZEN 5 220 16GB 512GB SSD W11+OHS+M365B 14 INCH FHD BLIT IPS -F2HMG - STANDARD, 8GB",Rp9.999.000,5.0,Terjual 60+,Kota Administrasi Jakarta Utara,ROGS STORE
1777985337-767,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 B11MOU 881 CARBON GRAYRp6.239.0005.01 terjualCOMCOW COMPUTER_NEWPontianak,https://www.tokopedia.com/comcowcomputer/msi-modern-14-b11mou-881-carbon-gray?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 B11MOU 881 CARBON GRAY,Rp6.239.000,5.0,Terjual 1,Kota Pontianak,COMCOW COMPUTER_NEW
1777985343-768,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI CYBORG 15 AI RTX4050 ULTRA 5 135H 16GB 512GB W11+OHS 15.6 FHD 144HZRp16.399.000Hemat s.d  1% Pakai Bonus5.050+ terjualAGRES IDJakarta Utara,https://www.tokopedia.com/agresid/msi-cyborg-15-ai-rtx4050-ultra-5-135h-16gb-512gb-w11-ohs-15-6-fhd-144hz-1731231262583850051?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch%26whid%3D1635963,"MSI CYBORG 15 AI RTX4050 ULTRA 5 135H 16GB 512GB W11+OHS 15.6 FHD 144HZ - Non Bundle, WINDOWS 11 HOME",Rp16.399.000,5.0,Terjual 50+,Kota Administrasi Jakarta Utara,AGRES ID
1777985348-769,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,40%MSI THIN 15 i7-13620H/i5-13420H RTX3050/RTX4050 8GB/16GB/32GB 512GB W11 15.6FHD 144HZ BLITRp12.689.000Rp20.999.000Hemat s.d  1% Pakai Bonus5.07 terjualDeca ComputerJakarta Utara,https://www.tokopedia.com/decacom/msi-thin-15-i7-13620h-i5-13420h-rtx3050-rtx4050-8gb-16gb-32gb-512gb-w11-15-6fhd-144hz-blit-1733217266465212383?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI THIN 15 i7-13620H/i5-13420H RTX3050/RTX4050 8GB/16GB/32GB 512GB W11 15.6FHD 144HZ BLIT - NON BUNDLE, I5 13420H 8GB 512GB | RTX3050 4GB",Rp12.689.000,5.0,Terjual 7,Kota Administrasi Jakarta Utara,Deca Computer
1777985353-770,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,37%MSI THIN 15 I5 13420H RTX4050 6GB/ 16GB 512GB W11 15.6FHD 144HZ BLITRp12.699.000Rp19.999.000Hemat s.d  1% Pakai Bonus5.030+ terjualIntel Gaming IDJakarta Utara,https://www.tokopedia.com/intelgamingid/msi-thin-15-i5-13420h-rtx4050-6gb-16gb-512gb-w11-15-6fhd-144hz-blit-1733458358089385280?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI THIN 15 I5 13420H RTX4050 6GB/ 16GB 512GB W11 15.6FHD 144HZ BLIT - Normal,Rp12.699.000,5.0,Terjual 30+,Kota Administrasi Jakarta Utara,Intel Gaming ID
1777985358-771,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,22%MSI THIN A15 RYZEN 7 7735HS RTX4050  8GB 512GB 15.6FHD 144HZ W11Rp14.099.000Rp17.999.000Hemat s.d  1% Pakai Bonus5.040+ terjualMSI Official StoreJakarta Pusat,https://www.tokopedia.com/msi-official-store/msi-thin-a15-ryzen-7-7735hs-rtx4050-8gb-512gb-15-6fhd-144hz-w11-1731092585202616109-1735345861147526957?extParam=ivf%3Dtrue%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI THIN A15 RYZEN 7 7735HS RTX4050  8GB 512GB 15.6FHD 144HZ W11 - FLASHSALE 8GB,Rp14.099.000,5.0,Terjual 40+,Kota Administrasi Jakarta Pusat,MSI Official Store
1777985364-772,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 I5 1334 8GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y SLV -F13MG.299Rp9.499.000Hemat s.d  1% Pakai Bonus5.02 terjualLaptop ONE ITC SBYSurabaya,https://www.tokopedia.com/laptoponeitcsby/msi-modern-14-i5-1334-8gb-512gb-w11-ohs-14-0fhd-ips-blit-2y-slv-f13mg-299-1732567299409151601?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 I5 1334 8GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y SLV -F13MG.299 - UNIT SET,Rp9.499.000,5.0,Terjual 2,Kota Surabaya,Laptop ONE ITC SBY
1777985369-773,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,18%MSI KATANA 15 HX I7 14650HX RTX5060 16GB 512GB 15.6QHD 165HZ 100DCIP3 4ZRGB W11 OHSRp22.199.000Rp26.999.000Hemat s.d  1% Pakai Bonus4.9100+ terjualMSI Official StoreJakarta Pusat,https://www.tokopedia.com/msi-official-store/msi-katana-15-hx-i7-14650hx-rtx5060-16gb-512gb-15-6qhd-165hz-100dcip3-4zrgb-w11-ohs-1731092589157320493-1735345195073505069?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI KATANA 15 HX I7 14650HX RTX5060 16GB 512GB 15.6QHD 165HZ 100DCIP3 4ZRGB W11 OHS - FLASHSALE 16GB,Rp22.199.000,4.9,Terjual 100+,Kota Administrasi Jakarta Pusat,MSI Official Store
1777985374-774,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"Murah MSI Thin 15 B12UCX Core i7 12650H RTX2050 4GB 16GB 1TB 15.6"" FHD 144Hz Windows 11 - 8GB/512GB Non BundlingRp7.200.0001 terjualSuli seller centerKab. Bekasi",https://www.tokopedia.com/suli-seller-center/murah-msi-thin-15-b12ucx-core-i7-12650h-rtx2050-4gb-16gb-1tb-15-6-fhd-144hz-windows-11-8gb-512gb-non-bundling-1734357976999429379?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"Murah MSI Thin 15 B12UCX Core i7 12650H RTX2050 4GB 16GB 1TB 15.6"" FHD 144Hz Windows 11 - 8GB/512GB Non Bundling - 8GB/512GB, Non Bundling",Rp7.200.000,,1 barang berhasil terjual,Kab. Bekasi,Suli seller center
1777985379-775,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14H I5 13420H 16GB 512GB 14.0FHD+IPS BLIT W11+OHS 21 D13MGRp9.000.000LAPTOP STORE SURABAYASurabaya,https://www.tokopedia.com/laptopstoresurabaya/msi-modern-14h-i5-13420h-16gb-512gb-14-0fhd-ips-blit-w11-ohs-21-d13mg?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14H I5 13420H 16GB 512GB 14.0FHD+IPS BLIT W11+OHS 21 D13MG,Rp9.000.000,,,Kota Surabaya,LAPTOP STORE SURABAYA
1777985384-776,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,35%MSI MODERN 14 CORE I3 1315 16GB 512GB W11 14 INCH FHD BLIT IPS- F13MRp8.449.000Rp12.999.000Hemat s.d  1% Pakai Bonus5.025 terjualGateway Indonesia CompJakarta Utara,https://www.tokopedia.com/gateway/msi-modern-14-core-i3-1315-16gb-512gb-w11-14-inch-fhd-blit-ips-f13m-1733709190429377973?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI MODERN 14 CORE I3 1315 16GB 512GB W11 14 INCH FHD BLIT IPS- F13M - NORMAL, 8GB",Rp8.449.000,5.0,Terjual 25,Kota Administrasi Jakarta Utara,Gateway Indonesia Comp
1777985389-777,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y BLK -C13M.1468Rp8.449.000Hemat s.d  1% Pakai Bonus5.019 terjualLaptop ONE ITC SBYSurabaya,https://www.tokopedia.com/laptoponeitcsby/msi-modern-14-i3-1315-8gb-512gb-w11-14-0fhd-blit-ips-2y-blk-c13m-1468-1730099668696925809?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y BLK -C13M.1468 - NON PAKET,Rp8.449.000,5.0,Terjual 19,Kota Surabaya,Laptop ONE ITC SBY
1777985394-778,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"MSI Modern 14 C13M i3-1315U 8GB 512GB SSD 14"" FHD IPS UHD Graphics W11Rp8.439.000Rp8.449.000Hemat s.d  1% Pakai Bonus4.810 terjualJAGO NotebookKab. Tangerang",https://www.tokopedia.com/jagonotebook/msi-modern-14-c13m-i3-1315u-8gb-512gb-ssd-14-fhd-ips-uhd-graphics-w11-1730380313061590760?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI Modern 14 C13M i3-1315U 8GB 512GB SSD 14"" FHD IPS UHD Graphics W11 - 8GB/512SSD, NON ANTIGORES",Rp8.439.000,4.8,Terjual 10,Kab. Tangerang,JAGO Notebook
1777985400-779,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI Modern 14 C13M-1468ID Core i3 1315U 8GB 512GB W11 Classic BlackRp6.999.0001 terjualArchie Tech Computer BaliDenpasar,https://www.tokopedia.com/archietech/msi-modern-14-c13m-1468id-core-i3-1315u-8gb-512gb-w11-classic-black-1733205340411823908?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI Modern 14 C13M-1468ID Core i3 1315U 8GB 512GB W11 Classic Black,Rp6.999.000,,1 barang berhasil terjual,Kota Denpasar,Archie Tech Computer Bali
1777985405-780,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"MSI Modern 14 F1MG -  Core 5 120U Ram 16GB 512GB SSD 14""FHD IPSRp17.299.000Hemat s.d  1% Pakai Bonus5.013 terjualINTEL STORE IDJakarta Utara",https://www.tokopedia.com/intelstore-id/msi-modern-14-f1mg-core-5-120u-ram-16gb-512gb-ssd-14-fhd-ips-non-bundle-windows-11-home-fda00?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI Modern 14 F1MG -  Core 5 120U Ram 16GB 512GB SSD 14""FHD IPS - Non Bundle, Windows 11 HOME",Rp17.299.000,5.0,Terjual 13,Kota Administrasi Jakarta Utara,INTEL STORE ID
1777985410-781,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y GRY -F13MG.498Rp13.448.000Rp13.449.000Hemat s.d  1% Pakai Bonus5.040+ terjualIT GAMING IDJakarta Pusat,https://www.tokopedia.com/itgamingid/msi-modern-14-i3-1315-8gb-512gb-w11-14-0fhd-blit-ips-2y-gry-f13mg-498-1730139926562964745-1735233129593341193?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y GRY -F13MG.498 - Campaign,Rp13.448.000,5.0,Terjual 40+,Kota Administrasi Jakarta Pusat,IT GAMING ID
1777985415-782,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 I3 1215 8GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y BLKRp6.400.000LAPTOP STORE SURABAYASurabaya,https://www.tokopedia.com/laptopstoresurabaya/msi-modern-14-i3-1215-8gb-512gb-w11-ohs-14-0fhd-ips-blit-2y-blk?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 I3 1215 8GB 512GB W11+OHS 14.0FHD IPS BLIT 2Y BLK,Rp6.400.000,,,Kota Surabaya,LAPTOP STORE SURABAYA
1777985420-783,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,13%LAPTOP MSI MODERN 14 INTEL CORE I5 120U 16GB 512GB W11+OHS 14.0FHD IPS Backlit 2Y - LAPTOP GAMING SEKOLAH WORKRp10.474.000Rp11.999.000Hemat s.d  1% Pakai Bonus5.06 terjualroyalltechJakarta Utara,https://www.tokopedia.com/royalltech/laptop-msi-modern-14-intel-core-i5-120u-16gb-512gb-w11-ohs-14-0fhd-ips-backlit-2y-laptop-gaming-sekolah-work-1734411313996269047?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"LAPTOP MSI MODERN 14 INTEL CORE I5 120U 16GB 512GB W11+OHS 14.0FHD IPS Backlit 2Y - LAPTOP GAMING SEKOLAH WORK - LAPTOP, RAM 16GB/512GB",Rp10.474.000,5.0,Terjual 6,Kota Administrasi Jakarta Utara,royalltech
1777985425-784,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2YRp16.799.000Hemat s.d  1% Pakai BonusAgres ID MalangMalang,https://www.tokopedia.com/agres-id-malang/msi-modern-14-i3-1315-8gb-512gb-w11-14-0fhd-blit-ips-2y-1734322495089509997-1735312916379043437?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,"MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y - W11 HOME, CAMPAIGN, GREY",Rp16.799.000,,,Kota Malang,Agres ID Malang
1777985430-785,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI CROSSHAIR 16 HX AI ULTRA 9 275HX RTX5060  16GB 1TB  16.0QHD+ 240HZ W11 OHSRp28.999.000Rp31.999.000Hemat s.d  1% Pakai Bonus5.07 terjualMSI Official StoreJakarta Pusat,https://www.tokopedia.com/msi-official-store/msi-crosshair-16-hx-ai-ultra-9-275hx-rtx5060-16gb-1tb-16-0qhd-240hz-w11-ohs-1731538969386321709-1735345897430484781?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI CROSSHAIR 16 HX AI ULTRA 9 275HX RTX5060  16GB 1TB  16.0QHD+ 240HZ W11 OHS - FLASHSALE 16GB,Rp28.999.000,5.0,Terjual 7,Kota Administrasi Jakarta Pusat,MSI Official Store
1777985435-786,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,18%MSI RAIDER 16 HX B2WI OLED ULTRA 9 275HX RTX5080 16GB 1TB 16.0WQHD 240HZ W11 OHS+M365BRp49.499.000Rp59.999.000Hemat s.d  1% Pakai Bonus5.012 terjualCollins OfficialJakarta Pusat,https://www.tokopedia.com/collinsofficial/msi-thin-15-b13ucx-i5-13420h-rtx2050-ssd-512gb-15-6-fhd-144hz-ips-w11-ram-16gb-84851?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI RAIDER 16 HX B2WI OLED ULTRA 9 275HX RTX5080 16GB 1TB 16.0WQHD 240HZ W11 OHS+M365B - RAM 16GB,Rp49.499.000,5.0,Terjual 12,Kota Administrasi Jakarta Pusat,Collins Official
1777985440-787,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,"Laptop MSI MODERN 14 F13MG (MS-14S1) Intel Core i5-1334U RAM 8GB DDR4 SSD 512GB 14"" FHD WIN11 + OHS Platinum Gray  -  9S7-14S121-678Rp8.850.000Hemat s.d  1% Pakai Bonus1 terjualKomputerMedan OSMedan",https://www.tokopedia.com/komputermedan/laptop-msi-modern-14-f13mg-ms-14s1-intel-core-i5-1334u-ram-8gb-ddr4-ssd-512gb-14-fhd-win11-ohs-platinum-gray-9s7-14s121-678-1734394694531188150?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch%26whid%3D270747,"Laptop MSI MODERN 14 F13MG (MS-14S1) Intel Core i5-1334U RAM 8GB DDR4 SSD 512GB 14"" FHD WIN11 + OHS Platinum Gray  -  9S7-14S121-678 - Laptop Only",Rp8.850.000,,1 barang berhasil terjual,Kota Medan,KomputerMedan OS
1777985445-788,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI PRESTIGE 14 AI+ ULTRA 7 355 32GB 1TB 14.0WUXGA OLED W11 OHS M365BRp21.999.000Rp24.299.000Hemat s.d  1% Pakai Bonus5.023 terjualMSI Official StoreJakarta Pusat,https://www.tokopedia.com/msi-official-store/msi-prestige-14-ai-ultra-7-355-32gb-1tb-14-0wuxga-oled-w11-ohs-m365b-1731092593949378349-1735346451833980717?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI PRESTIGE 14 AI+ ULTRA 7 355 32GB 1TB 14.0WUXGA OLED W11 OHS M365B - FLASHSALE,Rp21.999.000,5.0,Terjual 23,Kota Administrasi Jakarta Pusat,MSI Official Store
1777985450-789,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,26%MSI THIN B13UC 15 I7 13620H RTX3050 8GB 512GB W11 15.6 FHD 144HZ BLITRp13.999.000Rp18.999.000Hemat s.d  1% Pakai Bonus4.818 terjualCollins OfficialJakarta Pusat,https://www.tokopedia.com/collinsofficial/msi-thin-b13uc-15-i7-13620h-rtx3050-8gb-512gb-w11-15-6-fhd-144hz-blit-ram-8gb-7722c?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch%26whid%3D6541860,MSI THIN B13UC 15 I7 13620H RTX3050 8GB 512GB W11 15.6 FHD 144HZ BLIT - RAM 8GB,Rp13.999.000,4.8,Terjual 18,Kota Administrasi Jakarta Pusat,Collins Official
1777985455-790,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20msi,MSI MODERN 14 F13MG I5 1335U I3 1315U 8GB 512GB SSD 14 0 FHD IPS 2YR W11 OHS - LAPTOP ULTRABOOK NOTEBOOK =Rp12.057.639Hemat s.d  1% Pakai Bonus5.060+ terjualStudio LaptopJakarta Pusat,https://www.tokopedia.com/studiolaptop/msi-modern-14-f13mg-i5-1335u-i3-1315u-8gb-512gb-ssd-14-0-fhd-ips-2yr-w11-ohs-laptop-ultrabook-notebook-1732505962736355143?extParam=ivf%3Dfalse%26keyword%3Dlaptop+msi%26search_id%3D2026050512431894F6D7E04A4D45168N7N%26src%3Dsearch,MSI MODERN 14 F13MG I5 1335U I3 1315U 8GB 512GB SSD 14 0 FHD IPS 2YR W11 OHS - LAPTOP ULTRABOOK NOTEBOOK = - i3-1315U - 8/512,Rp12.057.639,5.0,Terjual 60+,Kota Administrasi Jakarta Pusat,Studio Laptop
